Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Iguaba Grande;F;mais de 70 anos;2024;12;02/12/2024;10/12/2024;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Paulista;M;entre 21 a 30 anos;2024;12;02/12/2024;12/12/2024;Giga Mais Fibra;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Olímpia;F;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Magazine Luiza - Loja Física;Varejo;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Ligga Telecom (antiga Copel Telecom);Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Fortaleza;M;entre 21 a 30 anos;2024;12;02/12/2024;12/12/2024;Air France;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações);Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Barueri;M;entre 41 a 50 anos;2024;12;02/12/2024;12/12/2024;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Vício de Qualidade;Dificuldade de contato ou acesso aos serviços - caixa eletrônico, agência, internet banking;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;M;entre 21 a 30 anos;2024;12;02/12/2024;10/12/2024;Azul Viagens;Viagens, Turismo e Hospedagem;Turismo/Viagens;Cultura, Esporte, Lazer e Eventos;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2024;12;02/12/2024;11/12/2024;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;N;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Altamira;F;entre 61 a 70 anos;2024;12;02/12/2024;12/12/2024;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;N;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2024;12;02/12/2024;11/12/2024;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Renegociação / parcelamento de dívida;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Fortaleza;M;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;Enel Distribuição Ceará (Coelce);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Cobrança por serviços não realizados / atrasados ou por consumo elevado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;F;entre 31 a 40 anos;2024;12;02/12/2024;18/12/2024;Amazon.com.br;Comércio Eletrônico;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Juquiá;M;entre 21 a 30 anos;2024;12;02/12/2024;10/12/2024;PicPay;Empresas de Pagamento Eletrônico;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Cotia;M;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;Enel Distribuição São Paulo (Eletropaulo);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Vício de Qualidade;Serviço não realizado no prazo ou incompleto;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Ituiutaba;M;mais de 70 anos;2024;12;02/12/2024;23/12/2024;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Pinhais;F;entre 21 a 30 anos;2024;12;02/12/2024;12/12/2024;Adidas;Vestuário, Calçados e Acessórios;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Itapema;F;entre 51 a 60 anos;2024;12;02/12/2024;10/12/2024;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;BRB - Banco de Brasília;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Fortaleza;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Algar Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;M;entre 61 a 70 anos;2024;12;02/12/2024;18/12/2024;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;M;entre 41 a 50 anos;2024;12;02/12/2024;11/12/2024;Booking.com;Viagens, Turismo e Hospedagem;Turismo/Viagens;Hospedagem;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Palhoça;M;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;Claro Residencial;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;N;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2024;12;02/12/2024;10/12/2024;Enel Distribuição São Paulo (Eletropaulo);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Cobrança por serviços não realizados / atrasados ou por consumo elevado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Niterói;F;entre 51 a 60 anos;2024;12;02/12/2024;19/12/2024;Banco Safra;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Maringá;F;entre 51 a 60 anos;2024;12;02/12/2024;11/12/2024;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Mauá;F;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Sicredi;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Recife;M;entre 41 a 50 anos;2024;12;02/12/2024;11/12/2024;Nissan;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Demais Produtos;Veículos Novos (motos, carros, caminhões);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2024;12;02/12/2024;12/12/2024;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Caucaia;F;entre 51 a 60 anos;2024;12;02/12/2024;10/12/2024;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;NE;RN;Parnamirim;F;entre 41 a 50 anos;2024;12;02/12/2024;10/12/2024;Banco Safra;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Itaú Unibanco Crédito Imobiliário;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamento de Imóveis;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Osasco;M;entre 31 a 40 anos;2024;12;02/12/2024;26/12/2024;Claro Residencial;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Osasco;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Enel Distribuição São Paulo (Eletropaulo);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;C?obrança de participação financeira em obra? para ligação de energia ou alteração de carga;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Varginha;F;entre 51 a 60 anos;2024;12;02/12/2024;10/12/2024;Midway (Riachuelo);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2024;12;02/12/2024;11/12/2024;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Superintendência de Proteção e Defesa do Consumidor;Plataforma Web;CO;GO;Goiânia;F;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;N;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Enel Distribuição São Paulo (Eletropaulo);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Contrato / Oferta;Dificuldade para desligamento da energia / encerramento contratual;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Colombo;M;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Renegociação / parcelamento de dívida;Internet;N;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;NE;PI;Castelo do Piauí;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Casasbahia.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Informação;Informações incompletas / inadequadas sobre o produto (na oferta ou no manual);Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;M;entre 51 a 60 anos;2024;12;02/12/2024;10/12/2024;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Dados Pessoais e Privacidade;Dificuldade de cancelamento / eliminação de dados / revogação do consentimento;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
